"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESA","01-Aug-2023","36","0.55"
"MRP","PRIRESB","01-Aug-2023","36","0.47"
"MRP","PRIRESC","01-Aug-2023","36","0.41"
"MRP","PRIRESD","01-Aug-2023","36","0.33"
"MRP","PRIRESE","01-Aug-2023","36","0.14"
"MRP","CONRESA","01-Aug-2023","37","35.00"
"MRP","CONRESB","01-Aug-2023","37","29.75"
"MRP","CONRESC","01-Aug-2023","37","26.25"
"MRP","CONRESD","01-Aug-2023","37","21.00"
"MRP","CONRESE","01-Aug-2023","37","8.75"
"MRP","PRIRESA","01-Aug-2023","37","0.55"
"MRP","PRIRESB","01-Aug-2023","37","0.47"
"MRP","PRIRESC","01-Aug-2023","37","0.41"
"MRP","PRIRESD","01-Aug-2023","37","0.33"
"MRP","PRIRESE","01-Aug-2023","37","0.14"
"MRP","CONRESA","01-Aug-2023","38","32.63"
"MRP","CONRESB","01-Aug-2023","38","27.73"
"MRP","CONRESC","01-Aug-2023","38","24.47"
"MRP","CONRESD","01-Aug-2023","38","19.58"
"MRP","CONRESE","01-Aug-2023","38","8.16"
"MRP","PRIRESA","01-Aug-2023","38","0.55"
"MRP","PRIRESB","01-Aug-2023","38","0.47"
"MRP","PRIRESC","01-Aug-2023","38","0.41"
"MRP","PRIRESD","01-Aug-2023","38","0.33"
"MRP","PRIRESE","01-Aug-2023","38","0.14"
"MRP","CONRESA","01-Aug-2023","39","36.13"
"MRP","CONRESB","01-Aug-2023","39","30.71"
"MRP","CONRESC","01-Aug-2023","39","27.10"
"MRP","CONRESD","01-Aug-2023","39","21.68"
"MRP","CONRESE","01-Aug-2023","39","9.03"
"MRP","PRIRESA","01-Aug-2023","39","0.55"
"MRP","PRIRESB","01-Aug-2023","39","0.47"
"MRP","PRIRESC","01-Aug-2023","39","0.41"
"MRP","PRIRESD","01-Aug-2023","39","0.33"
"MRP","PRIRESE","01-Aug-2023","39","0.14"
"MRP","CONRESA","01-Aug-2023","40","41.14"
"MRP","CONRESB","01-Aug-2023","40","34.97"
"MRP","CONRESC","01-Aug-2023","40","30.86"
"MRP","CONRESD","01-Aug-2023","40","24.68"
"MRP","CONRESE","01-Aug-2023","40","10.29"
"MRP","PRIRESA","01-Aug-2023","40","0.55"
"MRP","PRIRESB","01-Aug-2023","40","0.47"
"MRP","PRIRESC","01-Aug-2023","40","0.41"
"MRP","PRIRESD","01-Aug-2023","40","0.33"
"MRP","PRIRESE","01-Aug-2023","40","0.14"
"MRP","CONRESA","01-Aug-2023","41","41.34"
"MRP","CONRESB","01-Aug-2023","41","35.14"
"MRP","CONRESC","01-Aug-2023","41","31.00"
"MRP","CONRESD","01-Aug-2023","41","24.80"
"MRP","CONRESE","01-Aug-2023","41","10.33"
"MRP","PRIRESA","01-Aug-2023","41","0.55"
"MRP","PRIRESB","01-Aug-2023","41","0.47"
"MRP","PRIRESC","01-Aug-2023","41","0.41"
"MRP","PRIRESD","01-Aug-2023","41","0.33"
"MRP","PRIRESE","01-Aug-2023","41","0.14"
"MRP","CONRESA","01-Aug-2023","42","41.17"
"MRP","CONRESB","01-Aug-2023","42","34.99"
"MRP","CONRESC","01-Aug-2023","42","30.87"
"MRP","CONRESD","01-Aug-2023","42","24.70"
"MRP","CONRESE","01-Aug-2023","42","10.29"
"MRP","PRIRESA","01-Aug-2023","42","0.55"
"MRP","PRIRESB","01-Aug-2023","42","0.47"
"MRP","PRIRESC","01-Aug-2023","42","0.41"
"MRP","PRIRESD","01-Aug-2023","42","0.33"
"MRP","PRIRESE","01-Aug-2023","42","0.14"
"MRP","CONRESA","01-Aug-2023","43","35.00"
"MRP","CONRESB","01-Aug-2023","43","29.75"
"MRP","CONRESC","01-Aug-2023","43","26.25"
"MRP","CONRESD","01-Aug-2023","43","21.00"
"MRP","CONRESE","01-Aug-2023","43","8.75"
"MRP","PRIRESA","01-Aug-2023","43","0.55"
"MRP","PRIRESB","01-Aug-2023","43","0.47"
"MRP","PRIRESC","01-Aug-2023","43","0.41"
"MRP","PRIRESD","01-Aug-2023","43","0.33"
"MRP","PRIRESE","01-Aug-2023","43","0.14"
"MRP","CONRESA","01-Aug-2023","44","7.81"
"MRP","CONRESB","01-Aug-2023","44","6.64"
"MRP","CONRESC","01-Aug-2023","44","5.86"
"MRP","CONRESD","01-Aug-2023","44","4.68"
"MRP","CONRESE","01-Aug-2023","44","1.95"
"MRP","PRIRESA","01-Aug-2023","44","0.55"
"MRP","PRIRESB","01-Aug-2023","44","0.47"
"MRP","PRIRESC","01-Aug-2023","44","0.41"
"MRP","PRIRESD","01-Aug-2023","44","0.33"
"MRP","PRIRESE","01-Aug-2023","44","0.14"
"MRP","CONRESA","01-Aug-2023","45","5.55"
"MRP","CONRESB","01-Aug-2023","45","4.72"
"MRP","CONRESC","01-Aug-2023","45","4.16"
"MRP","CONRESD","01-Aug-2023","45","3.33"
"MRP","CONRESE","01-Aug-2023","45","1.39"
"MRP","PRIRESA","01-Aug-2023","45","0.06"
"MRP","PRIRESB","01-Aug-2023","45","0.05"
"MRP","PRIRESC","01-Aug-2023","45","0.04"
"MRP","PRIRESD","01-Aug-2023","45","0.04"
"MRP","PRIRESE","01-Aug-2023","45","0.02"
"MRP","CONRESA","01-Aug-2023","46","5.55"
"MRP","CONRESB","01-Aug-2023","46","4.72"
"MRP","CONRESC","01-Aug-2023","46","4.16"
"MRP","CONRESD","01-Aug-2023","46","3.33"
"MRP","CONRESE","01-Aug-2023","46","1.39"
"MRP","PRIRESA","01-Aug-2023","46","0.06"
"MRP","PRIRESB","01-Aug-2023","46","0.05"
"MRP","PRIRESC","01-Aug-2023","46","0.04"
"MRP","PRIRESD","01-Aug-2023","46","0.04"
"MRP","PRIRESE","01-Aug-2023","46","0.02"
"MRP","CONRESA","01-Aug-2023","47","5.55"
"MRP","CONRESB","01-Aug-2023","47","4.72"
"MRP","CONRESC","01-Aug-2023","47","4.16"
"MRP","CONRESD","01-Aug-2023","47","3.33"
"MRP","CONRESE","01-Aug-2023","47","1.39"
"MRP","PRIRESA","01-Aug-2023","47","0.07"
"MRP","PRIRESB","01-Aug-2023","47","0.06"
"MRP","PRIRESC","01-Aug-2023","47","0.05"
"MRP","PRIRESD","01-Aug-2023","47","0.04"
"MRP","PRIRESE","01-Aug-2023","47","0.02"
"MRP","CONRESA","01-Aug-2023","48","5.55"
"MRP","CONRESB","01-Aug-2023","48","4.72"
"MRP","CONRESC","01-Aug-2023","48","4.16"
"MRP","CONRESD","01-Aug-2023","48","3.33"
"MRP","CONRESE","01-Aug-2023","48","1.39"
"MRP","PRIRESA","01-Aug-2023","48","0.50"
"MRP","PRIRESB","01-Aug-2023","48","0.42"
"MRP","PRIRESC","01-Aug-2023","48","0.37"
