"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","11-Feb-2024","32","10.00"
"MFP","11-Feb-2024","33","10.00"
"MFP","11-Feb-2024","34","10.00"
"MFP","11-Feb-2024","35","10.00"
"MFP","11-Feb-2024","36","10.00"
"MFP","11-Feb-2024","37","24.68"
"MFP","11-Feb-2024","38","22.22"
"MFP","11-Feb-2024","39","24.68"
"MFP","11-Feb-2024","40","15.00"
"MFP","11-Feb-2024","41","11.50"
"MFP","11-Feb-2024","42","10.79"
"MFP","11-Feb-2024","43","9.80"
"MFP","11-Feb-2024","44","10.03"
"MFP","11-Feb-2024","45","10.67"
"MFP","11-Feb-2024","46","10.00"
"MFP","11-Feb-2024","47","10.00"
"MFP","11-Feb-2024","48","10.00"
"MFP","12-Feb-2024","1","10.00"
"MFP","12-Feb-2024","2","10.00"
"MFP","12-Feb-2024","3","9.80"
"MFP","12-Feb-2024","4","9.80"
"MFP","12-Feb-2024","5","9.80"
"MFP","12-Feb-2024","6","9.80"
"MFP","12-Feb-2024","7","9.80"
"MFP","12-Feb-2024","8","9.80"
"MFP","12-Feb-2024","9","9.80"
"MFP","12-Feb-2024","10","9.80"
"MFP","12-Feb-2024","11","9.80"
"MFP","12-Feb-2024","12","10.00"
"MFP","12-Feb-2024","13","10.00"
"MFP","12-Feb-2024","14","15.00"
"MFP","12-Feb-2024","15","24.68"
"MFP","12-Feb-2024","16","15.00"
"MFP","12-Feb-2024","17","10.00"
"MFP","12-Feb-2024","18","24.68"
"MFP","12-Feb-2024","19","10.00"
"MFP","12-Feb-2024","20","10.00"
"MFP","12-Feb-2024","21","10.00"
"MFP","12-Feb-2024","22","10.00"
"MFP","12-Feb-2024","23","9.80"
"MFP","12-Feb-2024","24","9.80"
"MFP","12-Feb-2024","25","10.00"
"MFP","12-Feb-2024","26","10.00"
"MFP","12-Feb-2024","27","10.00"
"MFP","12-Feb-2024","28","9.80"
"MFP","12-Feb-2024","29","9.80"
"MFP","12-Feb-2024","30","9.80"
"MFP","12-Feb-2024","31","10.00"
"MFP","12-Feb-2024","32","10.00"
"MFP","12-Feb-2024","33","10.00"
"MFP","12-Feb-2024","34","10.00"
"MFP","12-Feb-2024","35","10.00"
"MFP","12-Feb-2024","36","10.00"
"MFP","12-Feb-2024","37","24.68"
"MFP","12-Feb-2024","38","22.22"
"MFP","12-Feb-2024","39","15.09"
"MFP","12-Feb-2024","40","10.00"
"MFP","12-Feb-2024","41","10.00"
"MFP","12-Feb-2024","42","10.00"
"MFP","12-Feb-2024","43","9.80"
"MFP","12-Feb-2024","44","9.83"
"MFP","12-Feb-2024","45","9.80"
